Name,relation,type
97式突击步枪,InstanceOf,自动步枪
VZ52自动步枪,InstanceOf,自动步枪
赫克勒-科赫HK 416自动步枪,InstanceOf,自动步枪
81式自动步枪,InstanceOf,自动步枪
AK-12突击步枪,InstanceOf,自动步枪
中国95式步枪,InstanceOf,自动步枪
日本89式突击步枪,InstanceOf,自动步枪
中国56式突击步枪,InstanceOf,自动步枪
VZ58自动步枪,InstanceOf,自动步枪
日本64式自动步枪,InstanceOf,自动步枪
卡拉什尼科夫1974（AK-74）突击步枪,InstanceOf,自动步枪
FARA 83自动步枪,InstanceOf,自动步枪
斯太尔-曼利夏AUG自动步枪,InstanceOf,自动步枪
赫克勒-科赫G41自动步枪,InstanceOf,自动步枪
赫克勒-科赫HK33E自动步枪,InstanceOf,自动步枪
INSAS突击步枪,InstanceOf,自动步枪
赫克勒-科赫G36自动步枪,InstanceOf,自动步枪
法玛斯自动步枪,InstanceOf,自动步枪
FN 2000突击步枪,InstanceOf,自动步枪
萨科M90自动步枪,InstanceOf,自动步枪
MP44自动步枪,InstanceOf,自动步枪
瓦尔梅特M76自动步枪,InstanceOf,自动步枪
赫克勒-科赫G3自动步枪,InstanceOf,自动步枪
伯莱塔AR70／223自动步枪,InstanceOf,自动步枪
塔沃尔突击步枪,InstanceOf,自动步枪
伽利尔突击步枪,InstanceOf,自动步枪
AK-47突击步枪,InstanceOf,自动步枪
AKM自动步枪,InstanceOf,自动步枪
贝尔突击步枪,InstanceOf,自动步枪
马盖尔卡宾枪,InstanceOf,自动步枪
卡拉什尼科夫AKS-74U自动步枪,InstanceOf,自动步枪
FN FAL自动步枪,InstanceOf,自动步枪
FN FNC自动步枪,InstanceOf,自动步枪
中国63式自动步枪,InstanceOf,自动步枪
APS突击步枪,InstanceOf,自动步枪
SR88突击步枪,InstanceOf,自动步枪
AK5突击步枪,InstanceOf,自动步枪
大宇K2突击步枪,InstanceOf,自动步枪
西格SG 540／542／543自动步枪,InstanceOf,自动步枪
西格SG 550／551(Stgw 90)自动步枪,InstanceOf,自动步枪
维克托R4突击步枪,InstanceOf,自动步枪
SAR 21突击步枪,InstanceOf,自动步枪
圣·巴巴拉CETME L型突击步枪,InstanceOf,自动步枪
L85A1/L85A2单兵武器,InstanceOf,自动步枪
阿玛莱特AR-18自动步枪,InstanceOf,自动步枪
Stgw 57自动步枪,InstanceOf,自动步枪
扬曼AG42自动步枪,InstanceOf,自动步枪
OTs-14“暴风”突击步枪,InstanceOf,自动步枪
SG550、SG551和SG552“突击队”突击步枪,InstanceOf,自动步枪
5.56毫米HK短突击步枪,InstanceOf,自动步枪
柯特尔5.56毫米AR-15/M16系列步枪,InstanceOf,自动步枪
5.56毫米G36突击步枪,InstanceOf,自动步枪
Zastava M80自动步枪,InstanceOf,自动步枪
Zastava M70B1自动步枪,InstanceOf,自动步枪
9毫米AS特种突击步枪,InstanceOf,自动步枪
阿玛利特0.243毫米和7.62毫米AR-10B步枪,InstanceOf,自动步枪
5.66毫米ASP水下突击步枪,InstanceOf,自动步枪
SR88A突击步枪,InstanceOf,自动步枪
勃朗宁自动步枪,InstanceOf,自动步枪
M16A4自动步枪,InstanceOf,自动步枪
A-91突击步枪,InstanceOf,自动步枪
FAMAS G25.56毫米突击步枪,InstanceOf,自动步枪
FNC5.56毫米突击步枪,InstanceOf,自动步枪
Mk14增强型战斗步枪,InstanceOf,自动步枪
KH2002（Khaybar）自动步枪,InstanceOf,自动步枪
L和LC5.56毫米步枪,InstanceOf,自动步枪
Kel-Tec RFB步枪,InstanceOf,自动步枪
AEK-971突击步枪,InstanceOf,自动步枪
AN94自动步枪,InstanceOf,自动步枪
施泰尔5.56毫米AUG步枪,InstanceOf,自动步枪
cz805bren突击步枪,InstanceOf,自动步枪
HKM27步兵自动步枪,InstanceOf,自动步枪
FN SCAR突击步枪,InstanceOf,自动步枪
03式自动步枪,InstanceOf,自动步枪
AAC蜜獾式PDW突击步枪 ,InstanceOf,自动步枪
国产86S自动步枪,InstanceOf,自动步枪
FAD无托突击步枪,InstanceOf,自动步枪
AS Val微声自动步枪,InstanceOf,自动步枪
MSBS Radon突击步枪,InstanceOf,自动步枪
99式5.56mm自动步枪 ,InstanceOf,自动步枪
R5 RGP 卡宾枪,InstanceOf,自动步枪
SIG SG 553卡宾枪,InstanceOf,自动步枪
ARX-160单兵武器,InstanceOf,自动步枪
CQ-5.56毫米A卡宾枪,InstanceOf,自动步枪
布朗精密战术步枪,InstanceOf,自动步枪
56-2式冲锋枪,InstanceOf,自动步枪
QBZ56C型短突击步枪,InstanceOf,自动步枪
MAK-90步枪,InstanceOf,自动步枪
加利尔自动步枪,InstanceOf,自动步枪
CQ突击步枪,InstanceOf,自动步枪
FG42伞兵步枪,InstanceOf,自动步枪
NHM-91步枪,InstanceOf,自动步枪
K11自动步枪,InstanceOf,自动步枪
QBZ97自动步枪 ,InstanceOf,自动步枪
M1918自动步枪,InstanceOf,自动步枪
1956-C式7.62毫米短步枪,InstanceOf,自动步枪
79式冲锋枪,InstanceOf,冲锋枪
斯太尔AUG伞兵用冲锋枪,InstanceOf,冲锋枪
F1冲锋枪,InstanceOf,冲锋枪
FMK Mod 2 冲锋枪,InstanceOf,冲锋枪
阿森纳石普卡冲锋枪,InstanceOf,冲锋枪
赫斯塔尔P90冲锋枪,InstanceOf,冲锋枪
斯太尔TMP冲锋枪,InstanceOf,冲锋枪
斯太尔-苏罗通MP34冲锋枪,InstanceOf,冲锋枪
SAF冲锋枪,InstanceOf,冲锋枪
维涅龙冲锋枪,InstanceOf,冲锋枪
64式冲锋枪,InstanceOf,冲锋枪
斯太尔MPi69冲锋枪,InstanceOf,冲锋枪
SR-2冲锋枪,InstanceOf,冲锋枪
BXP冲锋枪,InstanceOf,冲锋枪
CZ 25型冲锋枪,InstanceOf,冲锋枪
卡尔•古斯塔夫45冲锋枪,InstanceOf,冲锋枪
麦德森1946/1950型冲锋枪,InstanceOf,冲锋枪
苏奥米M1931冲锋枪,InstanceOf,冲锋枪
ERO冲锋枪,InstanceOf,冲锋枪
阿格拉姆2000冲锋枪,InstanceOf,冲锋枪
JS9冲锋枪,InstanceOf,冲锋枪
Skorpion冲锋枪,InstanceOf,冲锋枪
ZAGI M91冲锋枪,InstanceOf,冲锋枪
PPSH-41冲锋枪,InstanceOf,冲锋枪
伯莱塔38／44型冲锋枪,InstanceOf,冲锋枪
星式Z-84冲锋枪,InstanceOf,冲锋枪
DS9A冲锋枪,InstanceOf,冲锋枪
赫克勒-科赫MP5K冲锋枪,InstanceOf,冲锋枪
乌齐冲锋枪,InstanceOf,冲锋枪
赫克勒-科赫MP5冲锋枪,InstanceOf,冲锋枪
伯莱塔12型冲锋枪,InstanceOf,冲锋枪
萨纳77冲锋枪,InstanceOf,冲锋枪
MGP-84冲锋枪,InstanceOf,冲锋枪
玛特49冲锋枪,InstanceOf,冲锋枪
PPS-43冲锋枪,InstanceOf,冲锋枪
星式Z-62冲锋枪,InstanceOf,冲锋枪
KGP-9冲锋枪,InstanceOf,冲锋枪
斯特林L34A1冲锋枪,InstanceOf,冲锋枪
PM-84／98冲锋枪,InstanceOf,冲锋枪
柯尔特冲锋枪,InstanceOf,冲锋枪
瓦尔特MPK／MPL冲锋枪,InstanceOf,冲锋枪
斯特林冲锋枪,InstanceOf,冲锋枪
赫克勒-科赫UMP冲锋枪,InstanceOf,冲锋枪
卢萨A2冲锋枪,InstanceOf,冲锋枪
MP38冲锋枪,InstanceOf,冲锋枪
Bison-2冲锋枪,InstanceOf,冲锋枪
PM-63（Wz63)冲锋枪,InstanceOf,冲锋枪
FBP冲锋枪,InstanceOf,冲锋枪
司登Mark 1冲锋枪,InstanceOf,冲锋枪
英格拉姆轻型冲锋枪,InstanceOf,冲锋枪
56型冲锋枪,InstanceOf,冲锋枪
司登Mark V冲锋枪,InstanceOf,冲锋枪
赫克勒-科赫MP5K-PDW单兵自卫武器,InstanceOf,冲锋枪
赫克勒-科赫MP5SD冲锋枪,InstanceOf,冲锋枪
M3冲锋枪,InstanceOf,冲锋枪
鲁格MP-9冲锋枪,InstanceOf,冲锋枪
赫克勒-科赫MP7单兵自卫武器,InstanceOf,冲锋枪
汤普森M1928／M1冲锋枪,InstanceOf,冲锋枪
司登MarkⅡ冲锋枪,InstanceOf,冲锋枪
司登Mark ⅡS冲锋枪,InstanceOf,冲锋枪
1985年式7.62毫米轻型冲锋枪,InstanceOf,冲锋枪
CZ蝎式EVO 3 A1冲锋枪,InstanceOf,冲锋枪
P90TR冲锋枪,InstanceOf,冲锋枪
K-50M冲锋枪,InstanceOf,冲锋枪
pp2000冲锋枪,InstanceOf,冲锋枪
CBJ-MS冲锋枪,InstanceOf,冲锋枪
大宇K7冲锋枪,InstanceOf,冲锋枪
UMP45冲锋枪,InstanceOf,冲锋枪
1985年式7.62毫米微声冲锋枪,InstanceOf,冲锋枪
KRISS Vector冲锋枪,InstanceOf,冲锋枪
FN 30-11狙击步枪,InstanceOf,狙击枪
SR-99狙击步枪,InstanceOf,狙击枪
吉亚特FR-F1／FR-F2步枪,InstanceOf,狙击枪
沙科TRG狙击步枪,InstanceOf,狙击枪
PG M赫式忒Ⅱ步枪,InstanceOf,狙击枪
赫克勒-科赫MSG90自动步枪,InstanceOf,狙击枪
杰帕德M3自动步枪,InstanceOf,狙击枪
托卡M65-A308狙击步枪,InstanceOf,狙击枪
AS狙击步枪,InstanceOf,狙击枪
杰帕德M2／M2A1自动步枪,InstanceOf,狙击枪
斯太尔-曼利夏SSG-69狙击步枪,InstanceOf,狙击枪
赫克勒-科赫PSG -1自动步枪,InstanceOf,狙击枪
OSV-96狙击步枪,InstanceOf,狙击枪
西格-绍尔SSG-2000步枪,InstanceOf,狙击枪
NM 149S狙击步枪,InstanceOf,狙击枪
伯莱塔狙击步枪,InstanceOf,狙击枪
西格-绍尔SSG-3000狙击步枪,InstanceOf,狙击枪
杰帕德M1／M1A1步枪,InstanceOf,狙击枪
NTW20／14.5反器材步枪,InstanceOf,狙击枪
精确国际L96A1狙击步枪,InstanceOf,狙击枪
精确国际AW50F步枪,InstanceOf,狙击枪
巴雷特Light Fifty M82A1狙击步枪,InstanceOf,狙击枪
德拉格诺夫SVD狙击步枪,InstanceOf,狙击枪
SSG 550狙击手自动步枪,InstanceOf,狙击枪
Zastava M76自动步枪,InstanceOf,狙击枪
贝尔塔95M型步枪,InstanceOf,狙击枪
精准国际7.62毫米AW狙击步枪,InstanceOf,狙击枪
恩菲尔德执法者步枪,InstanceOf,狙击枪
铁旅兵工厂M40系列狙击步枪,InstanceOf,狙击枪
9毫米VSS微声狙击步枪,InstanceOf,狙击枪
赫克勒·科赫PSG 1自动步枪,InstanceOf,狙击枪
精准国际7.62毫米PM狙击步枪系统,InstanceOf,狙击枪
M40A1狙击步枪,InstanceOf,狙击枪
AW“隐蔽型”狙击步枪,InstanceOf,狙击枪
帕克-黑尔M82步枪,InstanceOf,狙击枪
7.62毫米精确射手步枪（DMR）,InstanceOf,狙击枪
巴雷特M98B狙击步枪,InstanceOf,狙击枪
W03型12.7mm狙击步枪,InstanceOf,狙击枪
M99半自动狙击步枪,InstanceOf,狙击枪
AMR-2型12.7毫米狙击步枪,InstanceOf,狙击枪
97式5.56mm狙击步枪,InstanceOf,狙击枪
JS 7.62mm狙击步枪,InstanceOf,狙击枪
m40a5狙击步枪,InstanceOf,狙击枪
M39增强型精确射手步枪,InstanceOf,狙击枪
QBU88式狙击步枪,InstanceOf,狙击枪
SV98狙击步枪,InstanceOf,狙击枪
国产JS05式12.7MM狙击步枪,InstanceOf,狙击枪
Mk11式7.62毫米狙击步枪,InstanceOf,狙击枪
V-94狙击枪,InstanceOf,狙击枪
雷明登SR8狙击步枪,InstanceOf,狙击枪
斯泰尔SSG-04狙击枪,InstanceOf,狙击枪
L115A3狙击枪,InstanceOf,狙击枪
CB-98狙击枪,InstanceOf,狙击枪
M110 SASS半自动狙击步枪,InstanceOf,狙击枪
FN30-11式狙击枪,InstanceOf,狙击枪
CZ-700狙击枪,InstanceOf,狙击枪
MK11-0型狙击步枪,InstanceOf,狙击枪
W03型狙击步枪,InstanceOf,狙击枪
85式狙击步枪,InstanceOf,狙击枪
PSG-1半自动狙击步枪,InstanceOf,狙击枪
SG-550狙击枪,InstanceOf,狙击枪
M24狙击步枪,InstanceOf,狙击枪
M82A1M狙击步枪,InstanceOf,狙击枪
RSG-12式12号狙击枪,InstanceOf,狙击枪
AWP狙击枪,InstanceOf,狙击枪
M82A2狙击步枪,InstanceOf,狙击枪
伯莱塔7.62毫米狙击枪,InstanceOf,狙击枪
奥卡德狙击步枪,InstanceOf,狙击枪
猎豹M1狙击枪,InstanceOf,狙击枪
巴雷特XM109狙击步枪,InstanceOf,狙击枪
SSG-3000狙击枪,InstanceOf,狙击枪
TCIM狙击枪,InstanceOf,狙击枪
MK12狙击步枪,InstanceOf,狙击枪
M200狙击枪,InstanceOf,狙击枪
M21狙击步枪,InstanceOf,狙击枪
VSK-94狙击枪,InstanceOf,狙击枪
M40A3狙击步枪,InstanceOf,狙击枪
M24式7.62mm狙击步枪,InstanceOf,狙击枪
巴雷特M90狙击步枪,InstanceOf,狙击枪
罗巴QR2-F狙击步枪,InstanceOf,狙击枪
M25狙击步枪,InstanceOf,狙击枪
CZ75手枪,InstanceOf,手枪
HS 2000手枪,InstanceOf,手枪
巴拉贝鲁P’08加长型手枪,InstanceOf,手枪
弥勒 0.38英寸特警用转轮手枪,InstanceOf,手枪
雅利金“格拉奇”6P35手枪,InstanceOf,手枪
CZ 52手枪,InstanceOf,手枪
CZ 100/101手枪,InstanceOf,手枪
Lahti L-35 手枪,InstanceOf,手枪
CZ83手枪,InstanceOf,手枪
勃朗宁(大威力)1935型手枪,InstanceOf,手枪
HS 95手枪,InstanceOf,手枪
64式手枪,InstanceOf,手枪
亚米纽斯M10转轮手枪,InstanceOf,手枪
陶鲁斯76转轮手枪,InstanceOf,手枪
俄罗斯M1895纳甘转轮手枪,InstanceOf,手枪
Liama Comanche转轮手枪,InstanceOf,手枪
魏劳奇 HW-9转轮手枪,InstanceOf,手枪
曼纽因MR73转轮手枪,InstanceOf,手枪
史密斯-韦森625转轮手枪,InstanceOf,手枪
阿斯特拉357警用转轮手枪,InstanceOf,手枪
67式手枪,InstanceOf,手枪
MAB PA-15手枪,InstanceOf,手枪
阿斯特拉-卡迪克斯转轮手枪,InstanceOf,手枪
阿斯特拉M960转轮手枪,InstanceOf,手枪
瓦尔特P99手枪,InstanceOf,手枪
史密斯-韦森军警用转轮手枪(M 10),InstanceOf,手枪
史密斯-韦森M29/629转轮手枪,InstanceOf,手枪
瓦尔特P88手枪,InstanceOf,手枪
瓦尔特P38手枪,InstanceOf,手枪
史密斯-韦森M 1917转轮手枪,InstanceOf,手枪
史密斯-韦森手动退壳型转轮手枪,InstanceOf,手枪
瓦尔特PP手枪,InstanceOf,手枪
M60转轮手枪,InstanceOf,手枪
坦福利奥TA90手枪,InstanceOf,手枪
瓦尔特PPK手枪,InstanceOf,手枪
史密斯-韦森新世纪手动退壳型转轮手枪,InstanceOf,手枪
绍尔M38H手枪,InstanceOf,手枪
P-64手枪,InstanceOf,手枪
伯莱塔M84手枪,InstanceOf,手枪
伯菜塔M92手枪,InstanceOf,手枪
史密斯-韦森安全无击锤转轮手枪,InstanceOf,手枪
PSM手枪,InstanceOf,手枪
伯莱塔M951手枪,InstanceOf,手枪
杰里科941式手枪,InstanceOf,手枪
拉德姆手枪,InstanceOf,手枪
马卡洛夫手枪,InstanceOf,手枪
波兰P-83式手枪,InstanceOf,手枪
瓦尔特P5手枪,InstanceOf,手枪
伯莱塔1934型手枪,InstanceOf,手枪
Ruby Extra转轮手枪,InstanceOf,手枪
伯莱塔P×4“风暴”手枪,InstanceOf,手枪
柯尔特M1917转轮手枪,InstanceOf,手枪
0.38英寸Mark IV型转轮手枪,InstanceOf,手枪
PSS微声手枪,InstanceOf,手枪
柯尔特特种侦探转轮手枪,InstanceOf,手枪
柯尔特眼镜蛇转轮手枪,InstanceOf,手枪
伯莱塔M93R手枪,InstanceOf,手枪
伯纳德利P-018,InstanceOf,手枪
0.32英寸袖珍型无击锤转轮手枪,InstanceOf,手枪
SPP-1手枪,InstanceOf,手枪
FN5-7手枪,InstanceOf,手枪
柯尔特蟒蛇转轮手枪,InstanceOf,手枪
柯尔特新制式转轮手枪,InstanceOf,手枪
韦伯利0.455英寸WG型转轮手枪,InstanceOf,手枪
斗牛犬转轮手枪,InstanceOf,手枪
柯尔特新型海军/陆军/海军陆战队转轮手枪,InstanceOf,手枪
解放者型手枪,InstanceOf,手枪
恩菲尔德0.38英寸Mk I型转轮手枪,InstanceOf,手枪
韦伯利Mark III型转轮手枪,InstanceOf,手枪
韦伯利0.455英寸MarkIV转轮手枪,InstanceOf,手枪
Charter Arms探险者转轮手枪,InstanceOf,手枪
韦伯利0.455英寸MarkⅣ／v转轮手枪,InstanceOf,手枪
勃朗宁M1910手枪,InstanceOf,手枪
柯尔特Mark IV 70／80系列手枪,InstanceOf,手枪
勃朗宁BDA380手枪,InstanceOf,手枪
赫克勒-科赫HK4手枪,InstanceOf,手枪
鲁格P-85型手枪,InstanceOf,手枪
Coonan手枪,InstanceOf,手枪
萨维奇手枪,InstanceOf,手枪
赫克勒-科赫USP手枪,InstanceOf,手枪
赫克勒-科赫P9／P9S手枪,InstanceOf,手枪
赫克勒-科赫P7手枪,InstanceOf,手枪
柯尔特军官用ACP／ACP LW手枪,InstanceOf,手枪
鲁格标准型手枪,InstanceOf,手枪
柯尔特政府型0.380英寸手枪,InstanceOf,手枪
赫克勒-科赫SOCOM Mark 23M0d 0手枪,InstanceOf,手枪
勃朗宁M1903手枪,InstanceOf,手枪
毛瑟M1912军用手枪,InstanceOf,手枪
毛瑟1910/1934手枪,InstanceOf,手枪
史密斯-韦森第3代0.45英寸手枪,InstanceOf,手枪
史密斯-韦森M39手枪,InstanceOf,手枪
斯太尔M1912手枪,InstanceOf,手枪
阿斯特拉A-75手枪,InstanceOf,手枪
斯太尔SPP手枪,InstanceOf,手枪
柯尔特双鹰手枪,InstanceOf,手枪
毛瑟HSC手枪,InstanceOf,手枪
Fort 14 TP手枪,InstanceOf,手枪
格洛克26型手枪,InstanceOf,手枪
维尔德Markl型手枪,InstanceOf,手枪
史密斯-韦森西格玛手枪,InstanceOf,手枪
格洛克17型手枪,InstanceOf,手枪
斯太尔M/S系列手枪,InstanceOf,手枪
AMT Hardballer手枪,InstanceOf,手枪
巴拉贝鲁姆P’08手枪,InstanceOf,手枪
史密斯-韦森第3代9mm手枪,InstanceOf,手枪
史密斯-韦森M59手枪,InstanceOf,手枪
巴利斯特·莫利纳手枪,InstanceOf,手枪
斯普林菲尔德P9手枪,InstanceOf,手枪
欧文•约翰逊安全自动转轮手枪,InstanceOf,手枪
西格P210手枪,InstanceOf,手枪
阿斯特拉A-100手枪,InstanceOf,手枪
西格-绍尔P228手枪,InstanceOf,手枪
IMBLE M973/MDl手枪,InstanceOf,手枪
星式M40费尔斯塔手枪,InstanceOf,手枪
鲁格GP100转轮手枪,InstanceOf,手枪
星式末格斯塔手枪,InstanceOf,手枪
勃朗宁大威力Mark2手枪,InstanceOf,手枪
鲁格安全6型转轮手枪,InstanceOf,手枪
鲁格警用6型转轮手枪,InstanceOf,手枪
西格-绍尔P229手枪,InstanceOf,手枪
史密斯-韦森M36官员专用转轮手枪,InstanceOf,手枪
西格P226手枪,InstanceOf,手枪
史密斯-韦森586/686转轮手枪,InstanceOf,手枪
陶鲁斯PT52S手枪,InstanceOf,手枪
西格P225手枪,InstanceOf,手枪
史密斯-韦森0.38/200英国制式转轮手枪,InstanceOf,手枪
帕拉军械公司P14手枪,InstanceOf,手枪
M70式手枪,InstanceOf,手枪
西格P220手枪,InstanceOf,手枪
西格-绍尔P239手枪,InstanceOf,手枪
司芬尼克斯AT2000／3000手枪,InstanceOf,手枪
阿尔克思94／98DA手枪,InstanceOf,手枪
西格P232手枪,InstanceOf,手枪
西格P230手枪,InstanceOf,手枪
维克托SP手枪,InstanceOf,手枪
柯尔特袖珍型转轮手枪,InstanceOf,手枪
普金斯-阿伦0.38英寸安全警用转轮手枪,InstanceOf,手枪
Kirrikale手枪,InstanceOf,手枪
柯尔特巨蟒转轮手枪,InstanceOf,手枪
大宇DP51手枪,InstanceOf,手枪
阿斯特拉400手枪,InstanceOf,手枪
哈林顿-理查德森0.38英寸自动退壳型转轮手枪,InstanceOf,手枪
丹•韦森转轮手枪,InstanceOf,手枪
阿斯特拉300手枪,InstanceOf,手枪
伯莱塔9毫米×19毫米93R型可选射击模式手枪,InstanceOf,手枪
9毫米FN BDA9手枪,InstanceOf,手枪
FN赫斯塔尔5~7毫米五七手枪 ,InstanceOf,手枪
MDI 0.45手枪 ,InstanceOf,手枪
FN9毫米大威力手枪,InstanceOf,手枪
毛瑟C96手枪,InstanceOf,手枪
阿斯特拉A-50手枪,InstanceOf,手枪
92FS型自动装填手枪,InstanceOf,手枪
0.22RF85型匕首手枪,InstanceOf,手枪
9毫米改进型马卡洛夫手枪PMM,InstanceOf,手枪
伯莱塔9毫米×19毫米92SB型手枪,InstanceOf,手枪
施泰尔特种用途手枪（SPP）,InstanceOf,手枪
CZ100手枪,InstanceOf,手枪
HS95手枪 ,InstanceOf,手枪
帕拉军工P14-45 0.45手枪,InstanceOf,手枪
9毫米K5手枪,InstanceOf,手枪
9毫米HS2000手枪,InstanceOf,手枪
“凡安得”P-83手枪,InstanceOf,手枪
PA15 9毫米手枪,InstanceOf,手枪
特种作战司令部（SOCOM）手枪,InstanceOf,手枪
9毫米星式30M和30PK手枪,InstanceOf,手枪
MTE224V和MTE224VA手枪,InstanceOf,手枪
7.62毫米PSS微声手枪,InstanceOf,手枪
CZ97B手枪,InstanceOf,手枪
P117.62毫米水下手枪 ,InstanceOf,手枪
7.65毫米PP型手枪,InstanceOf,手枪
联邦调查局专用武器和战术手枪,InstanceOf,手枪
9毫米×19毫米乌其手枪,InstanceOf,手枪
9毫米P5型袖珍手枪 ,InstanceOf,手枪
EBP9毫米EP7手枪 ,InstanceOf,手枪
杰里科(Jericho)手枪 ,InstanceOf,手枪
0.45英寸手枪,InstanceOf,手枪
0.45英寸1911A1型自动手枪,InstanceOf,手枪
9毫米P7M8和P＆M13手枪,InstanceOf,手枪
9毫米P1型手枪 ,InstanceOf,手枪
M9手枪,InstanceOf,手枪
80式冲锋手枪,InstanceOf,手枪
阿斯特拉M900手枪,InstanceOf,手枪
勃朗宁大威力手枪,InstanceOf,手枪
MP-443乌鸦式手枪 ,InstanceOf,手枪
54式手枪,InstanceOf,手枪
QSZ92式半自动手枪,InstanceOf,手枪
MP412 REX左轮手枪,InstanceOf,手枪
Glock 17 手枪,InstanceOf,手枪
人民手枪,InstanceOf,手枪
日本“南部”14式8毫米手枪,InstanceOf,手枪
M1879帝国左轮手枪,InstanceOf,手枪
勃朗宁M2H B 0.50英寸机枪,InstanceOf,机枪
赫克勒-科赫HK13机枪,InstanceOf,机枪
MG34通用型机枪,InstanceOf,机枪
MG42机枪,InstanceOf,机枪
日本99式机枪,InstanceOf,机枪
布雷达30型轻机枪,InstanceOf,机枪
赫克勒-科赫MG4机枪,InstanceOf,机枪
INSAS机枪,InstanceOf,机枪
M249班用自动武器,InstanceOf,机枪
布雷达37型重机枪,InstanceOf,机枪
内格夫轻机枪,InstanceOf,机枪
赫克勒-科赫HK21机枪,InstanceOf,机枪
阿尔蒂马克斯机枪,InstanceOf,机枪
RPK机枪,InstanceOf,机枪
RPK-74机枪,InstanceOf,机枪
马克沁MG08机枪,InstanceOf,机枪
大宇K3机枪,InstanceOf,机枪
马克沁08/15机枪,InstanceOf,机枪
杰格佳廖夫DP机枪,InstanceOf,机枪
查特勒尔特M1924/29机枪,InstanceOf,机枪
维克托SS77枪机,InstanceOf,机枪
杰格佳廖夫DPM机枪,InstanceOf,机枪
门多萨RM2机枪,InstanceOf,机枪
ClS 0.50英寸机枪,InstanceOf,机枪
RP-46机枪,InstanceOf,机枪
L86A1/L86A2轻型支援武器,InstanceOf,机枪
维克斯机枪,InstanceOf,机枪
杰格佳廖夫RPD机枪,InstanceOf,机枪
NSV机枪,InstanceOf,机枪
DShK机枪,InstanceOf,机枪
杰格佳廖夫DT/DTM机枪,InstanceOf,机枪
赛特迈阿梅利机枪,InstanceOf,机枪
勃朗宁M 1917机枪,InstanceOf,机枪
马克沁1910机枪,InstanceOf,机枪
PK机枪,InstanceOf,机枪
布伦机枪,InstanceOf,机枪
Ultimax 100轻机枪,InstanceOf,机枪
休斯EX34链式机枪,InstanceOf,机枪
米尼冈M134机枪,InstanceOf,机枪
勃朗宁M1919A4机枪,InstanceOf,机枪
M60／M60E1机枪,InstanceOf,机枪
M60E3机枪,InstanceOf,机枪
勃朗宁M2H B 0.50英寸机枪,InstanceOf,机枪
GAU19/A航空机枪,InstanceOf,机枪
M68 (Rachot)机枪,InstanceOf,机枪
佳留诺夫SG43机枪,InstanceOf,机枪
勃朗宁M1919A6机枪,InstanceOf,机枪
M240B和M240G机枪,InstanceOf,机枪
三十节7.92毫米重机枪,InstanceOf,机枪
日本62式7.62毫米通用机枪,InstanceOf,机枪
ZB37式重机枪,InstanceOf,机枪
1967年式7.62毫米通用机枪,InstanceOf,机枪
1975年式14.5毫米高射机枪,InstanceOf,机枪
Pecheneg通用机枪,InstanceOf,机枪
Ultimax 100轻机枪 ,InstanceOf,机枪
ZB26式轻机枪,InstanceOf,机枪
中国1981年式7.62毫米轻机枪,InstanceOf,机枪
QJY88通用机枪,InstanceOf,机枪
日本大正11年式6.5毫米轻机枪 ,InstanceOf,机枪
LSAT机枪,InstanceOf,机枪
日本96式6.5毫米轻机枪 ,InstanceOf,机枪
雷明顿M870P霰弹枪,InstanceOf,霰弹枪
伯奈利M4超级90霰弹枪,InstanceOf,霰弹枪
C-MORE轻型霰弹枪系统,InstanceOf,霰弹枪
莫斯伯格M9200A1式霰弹枪,InstanceOf,霰弹枪
温彻斯特防卫者1300式霰弹枪,InstanceOf,霰弹枪
Protecta转轮式霰弹枪,InstanceOf,霰弹枪
弗兰基PA7、PA8E、PA8I式霰弹枪,InstanceOf,霰弹枪
FN警用霰弹枪,InstanceOf,霰弹枪
伯奈利M1战术／战术M霰弹枪,InstanceOf,霰弹枪
伯奈利M3可变式／M3T霰弹枪,InstanceOf,霰弹枪
Ceiner Ultimate,InstanceOf,霰弹枪
尼奥斯戴德霰弹枪,InstanceOf,霰弹枪
弗兰基SPAS12式霰弹枪,InstanceOf,霰弹枪
saiga-12 霰弹枪,InstanceOf,霰弹枪
北方工业98式霰弹枪,InstanceOf,霰弹枪
KS-23、KS-23M霰弹枪,InstanceOf,霰弹枪
弗兰基SPAS15式霰弹枪,InstanceOf,霰弹枪
97式霰弹枪(HAWK-12),InstanceOf,霰弹枪
SAlGA-410霰弹枪,InstanceOf,霰弹枪
温彻斯特M1887霰弹枪,InstanceOf,霰弹枪
雷明登11-87霰弹枪,InstanceOf,霰弹枪
97式霰弹枪(HAWK-12),InstanceOf,霰弹枪
Kel-Tec KSG霰弹枪,InstanceOf,霰弹枪
KS-23/KS-23M“特种卡宾枪,InstanceOf,霰弹枪
97式霰弹枪(HAWK-12) 警用型号,InstanceOf,霰弹枪
USAS12号自动霰弹枪,InstanceOf,霰弹枪
51式90毫米火箭筒,InstanceOf,火箭筒
SMAW-D83mm火箭筒,InstanceOf,火箭筒
79式70毫米微型反坦克火箭 ,InstanceOf,火箭筒
PF98式120毫米反坦克火箭,InstanceOf,火箭筒
AT4反坦克火箭筒,InstanceOf,火箭筒
69式40毫米火箭筒,InstanceOf,火箭筒
“标枪”反坦克火箭筒,InstanceOf,火箭筒
RPG-7火箭筒,InstanceOf,火箭筒
